Fri Jun 08 23:48:12 +0000 2018,"Walmart Inc $WMT Insider Sells $464,202.60 in Stock https://t.co/vRTTbvLcrF"
Fri Jun 08 01:31:54 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 01:14:40 +0000 2018,the continuing saga of a woman versus a #Monopoly named $AMZN \\n\\n@Amazon is a company run by algos that the humans at @AmazonHelp are CLUELESS to understand and don\'t need to since they have #Monopoly power\\n\\n#LetJennieReview https://t.co/weUGDnD9Q3
Fri Jun 08 01:11:45 +0000 2018,the problem with algos is the humans who work at @amazon @AmazonHelp are clueless\\n\\nwhen an algo goes bad what is the wronged human\'s recourse??? None. Let that be a clear warning about the dangers of the new economy\\n\\n$AMZN https://t.co/weUGDnD9Q3
Fri Jun 08 01:05:22 +0000 2018,RT @YahooFinance: Amazon announces Alexa-powered Fire TV Cube $AMZN https://t.co/vMgW9dnJdC by @DanielHowley https://t.co/fbDMP0IOFM
Fri Jun 08 00:54:36 +0000 2018,"So, if tech companies have so much data about us, how is it that $NFLX &amp; $AMZN recommendations suck?\\nThey have several years of data! \\nI rate all @netflix watched shows, yet I have 0 interest in their top picks for me. \\nSame with @amazon.\\nWhen will their algos learn? \\ud83d\\ude44"
Fri Jun 08 00:53:25 +0000 2018,"RT @techeblog: #Amazon #FireTVCube lets users control their TV hands-free with #Alexa, #AmazonPrime members can get one for $89.99 shipped.\\u2026"
Fri Jun 08 00:53:24 +0000 2018,"RT @techeblog: Couple gets prison sentence for #Amazon returns scam, ordred to pay back over $1-million. https://t.co/A94m8x8Vxj #amazonpri\\u2026"
Fri Jun 08 00:34:47 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 00:31:47 +0000 2018,RT @SJosephBurns: Amazon Revenue (Billions)...\\n2018 (est): 237\\n2017: 178\\n2016: 136\\n2015: 107\\n2014: 89\\n2013: 74\\n2012: 61\\n2011: 48\\n2010: 34\\n2\\u2026
Fri Jun 08 00:17:16 +0000 2018,"RT @carlquintanilla: This is Amazon, finally, \\"
Fri Jun 08 19:14:45 +0000 2018,American Wtr Wks Co New $AWK Shareholder First Personal Financial Services Upped Position; Qualcomm $QCOM Share Price Declined While First Pacific Advisors Has Trimmed Position https://t.co/b6H5JftghJ
Fri Jun 08 17:44:05 +0000 2018,"As United Technologies $UTX Valuation Declined, Parkwood Lowered Holding; Hikari Tsushin Holding in Qualcomm $QCOM Has Lifted by $374,550 as Stock Value Declined https://t.co/Oyt4c9Txfi"
Fri Jun 08 17:01:10 +0000 2018,@ToshibaGlasses R not only powered by @Vuzix but they R a subsidiary of @sharp which is owned by FOXCONN (the worlds largest contract electronics manufacturer) Some pretty big partners. Add $QCOM @Qualcomm @amazon @Oracle  @honeywell @SAP @upskillio &amp; more! $Vuzi #ShortSqueeze https://t.co/wVanQAkRIa
Fri Jun 08 15:58:13 +0000 2018,"RT @MarketCurrents: Qualcomm extends tender offer for NXP, tendered shares drop https://t.co/a5TNF5btha $QCOM $NXPI"
Fri Jun 08 15:44:55 +0000 2018,"Jim Cramer on Tariffs, Procter &amp; Gamble, Broadcom and Qualcomm $PG $AVGO $QCOM @jimcramer @thestreet https://t.co/vzdw3KU0CX"
Fri Jun 08 15:38:03 +0000 2018,"RT @MarketCurrents: Qualcomm extends tender offer for NXP, tendered shares drop https://t.co/a5TNF5btha $QCOM $NXPI"
Fri Jun 08 15:19:25 +0000 2018,"Qualcomm extends tender offer for NXP, tendered shares drop https://t.co/WyWvDztISy $QCOM $NXPI"
Fri Jun 08 15:19:25 +0000 2018,"Qualcomm extends tender offer for NXP, tendered shares drop https://t.co/a5TNF5btha $QCOM $NXPI"
Fri Jun 08 13:29:17 +0000 2018,RT @eventdrivennews: $NXPI / $QCOM: MOFCOM hopes for a resolution on trade disputes as China reviews Qualcomm\'s acquisition of NXP Semicond\\u2026
Fri Jun 08 13:10:09 +0000 2018,$NXPI / $QCOM: MOFCOM hopes for a resolution on trade disputes as China reviews Qualcomm\'s acquisition of NXP Semiconductors: https://t.co/zAJXd9LD6b.
Fri Jun 08 13:09:53 +0000 2018,4 Reasons Qualcomm Stock Looks Dirt Cheap Right Now $AAPL $QCOM $AVGO https://t.co/p2tm9Dmfxk https://t.co/S0foOQ3Frs
Fri Jun 08 12:17:30 +0000 2018,Mondelez Intl $MDLZ Position Has Boosted by Ci Investments Inc; Qualcomm $QCOM Stock Declined While Tctc Holdings Lowered Its Position by $4.35 Million - https://t.co/k0m9FpP8TF
Fri Jun 08 12:06:15 +0000 2018,Qualcomm Stock Reacts to US-ZTE Deal That Would Lift the Ban $MRVL $NXPI $FXI $QCOM https://t.co/5VB2gC6Y13 https://t.co/yWRz7UEomG
Fri Jun 08 12:05:39 +0000 2018,$NXPI $QCOM QUALCOMM Incorporated SEC Filing: Form SC TO-T/A https://t.co/8RhTZc1CzI
Fri Jun 08 12:03:57 +0000 2018,"RT @BrianSozzi: Qualcomm CEO still confident in NXP deal closing, won\'t raise guidance to assume NXP deal closing https://t.co/AWvSNAlsRh $\\u2026"
Fri Jun 08 11:44:54 +0000 2018,$QCOM $NXPI 13.9m ago: Qualcomm Extends Cash Tender Offer for All Outstanding Shares of NXP https://t.co/SrJmvUZOnd
Fri Jun 08 09:44:57 +0000 2018,"As Marriott Intl New $MAR Stock Declined, Shareholder Highfields Capital Management LP Has Decreased Stake; Washington Trust Bank Lifted Qualcomm $QCOM Stake by $335,005 as Share Value Declined https://t.co/xdHDcUWKSr"
Fri Jun 08 09:29:34 +0000 2018,Traders Sell Shares of QUALCOMM $QCOM on Strength $QCOM https://t.co/BREI7LWXfn
Fri Jun 08 04:27:59 +0000 2018,RT @TheStreet: It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory l\\u2026
Fri Jun 08 03:08:50 +0000 2018,RT @TheStreet: It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory l\\u2026
Fri Jun 08 00:49:01 +0000 2018,RT @TheStreet: It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory l\\u2026
Fri Jun 08 00:48:56 +0000 2018,RT @TheStreet: It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory l\\u2026
Fri Jun 08 00:42:43 +0000 2018,RT @TheStreet: It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory l\\u2026
Fri Jun 08 00:40:07 +0000 2018,RT @TheStreet: It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory l\\u2026
Fri Jun 08 00:22:00 +0000 2018,It\'s a little strange that the Qualcomm/Broadcom saga is now one for the history books. @JimCramer took a trip down memory lane with $QCOM\'s CEO @stevemollenkopf at @TheDealNewsroom\'s #corpgov conference: https://t.co/I7JEbKj2ZF https://t.co/ksnZWtjArE
Fri Jun 08 22:44:45 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 22:19:12 +0000 2018,RT @BiotechTechAI: $NVDA $IBM Heads up for EVERY INVESTOR OF &amp; ANALYST FOR NVIDIA @Nvidia  to this just released @cnbc video This is a supe\\u2026
Fri Jun 08 21:33:01 +0000 2018,RT @BiotechTechAI: $NVDA $IBM Heads up for EVERY INVESTOR OF &amp; ANALYST FOR NVIDIA @Nvidia  to this just released @cnbc video This is a supe\\u2026
Fri Jun 08 20:58:57 +0000 2018,$NVDA $IBM Heads up for EVERY INVESTOR OF &amp; ANALYST FOR NVIDIA @Nvidia  to this just released @cnbc video This is a super big deal and the CEOs of both companies plus Rick Perry interviewed on this unveil \\u2757\\ufe0f#GPUs  https://t.co/x16JQKe0vt
Fri Jun 08 20:20:16 +0000 2018,$NVDA CLOSES LOWER FOR THE 2ND DAY IN A ROW: https://t.co/JVMGFO1xXA\\nSentiment: Neutral #NVDA #NVIDIA
Fri Jun 08 20:09:34 +0000 2018,"$NVDA https://t.co/3tN1rYxtjH - 350% profits last 53 months safely &amp; half in cash - buy my #AIM #investing book, get free newsletter &amp; learn how - https://t.co/CzS5PXZWco - https://t.co/8smOceW20Z"
Fri Jun 08 20:02:05 +0000 2018,"RT @247optionsTIPS: $NVDA 80,490 contracts 66.6% Calls / 33.4% Puts @nvidia @CBOE @Nasdaq @NYSE @WSJ @nytimes @CNBC #OptionsTrading #invest\\u2026"
Fri Jun 08 20:01:15 +0000 2018,"RT @247optionsTIPS: $NVDA 80,490 contracts 66.6% Calls / 33.4% Puts @nvidia @CBOE @Nasdaq @NYSE @WSJ @nytimes @CNBC #OptionsTrading #invest\\u2026"
Fri Jun 08 18:47:46 +0000 2018,"RT @cfromhertz: $IBM, $NVDA NVIDIA UNVEIL WORLD\'S FASTEST SUPERCOMPUTER"
Fri Jun 08 18:38:48 +0000 2018,$NVDA @jensenhuang is a genius. World changing company!!! #Nvidia
Fri Jun 08 18:25:43 +0000 2018,"RT @247optionsTIPS: $NVDA 80,490 contracts 66.6% Calls / 33.4% Puts @nvidia @CBOE @Nasdaq @NYSE @WSJ @nytimes @CNBC #OptionsTrading #invest\\u2026"
Fri Jun 08 18:21:06 +0000 2018,"RT @247optionsTIPS: $NVDA 80,490 contracts 66.6% Calls / 33.4% Puts @nvidia @CBOE @Nasdaq @NYSE @WSJ @nytimes @CNBC #OptionsTrading #invest\\u2026"
Fri Jun 08 18:17:54 +0000 2018,"$NVDA 80,490 contracts 66.6% Calls / 33.4% Puts @nvidia @CBOE @Nasdaq @NYSE @WSJ @nytimes @CNBC #OptionsTrading #investing #social_media #technology #FederalReserve #stocks #twitter #NVIDIAGeForce #Nvidia"
Fri Jun 08 17:48:53 +0000 2018,RT @RealGeorge_K: #Nvidia\'s \'infinite resolution\' patent could change #gaming forever\\n\\n$NVDA #cloud #CloudComputing #data #DL #ai #DeepLear\\u2026
Fri Jun 08 17:29:41 +0000 2018,RT @RealGeorge_K: #Nvidia\'s \'infinite resolution\' patent could change #gaming forever\\n\\n$NVDA #cloud #CloudComputing #data #DL #ai #DeepLear\\u2026
Fri Jun 08 17:05:08 +0000 2018,NVIDIA Crushes Its Forecast and Powers Past Expectations https://t.co/pQapIuJJL2 $NVDA @nvidia https://t.co/7Q63DPFt7l
Fri Jun 08 17:00:13 +0000 2018,RT @RealGeorge_K: #Nvidia\'s \'infinite resolution\' patent could change #gaming forever\\n\\n$NVDA #cloud #CloudComputing #data #DL #ai #DeepLear\\u2026
Fri Jun 08 16:54:42 +0000 2018,#Nvidia\'s \'infinite resolution\' patent could change #gaming forever\\n\\n$NVDA #cloud #CloudComputing #data #DL #ai #DeepLearning #ArtificialIntelligence #DataCenter\\n#autonomous #eSports #tech #VR #IoT #BigData #MachineLearning #technology #market #stocks $SMH https://t.co/oYemIRrTuJ
Fri Jun 08 16:14:26 +0000 2018,"RT @cfromhertz: $IBM, $NVDA NVIDIA UNVEIL WORLD\'S FASTEST SUPERCOMPUTER"
Fri Jun 08 16:11:08 +0000 2018,"RT @cfromhertz: $IBM, $NVDA NVIDIA UNVEIL WORLD\'S FASTEST SUPERCOMPUTER"
Fri Jun 08 16:07:07 +0000 2018,"RT @cfromhertz: $IBM, $NVDA NVIDIA UNVEIL WORLD\'S FASTEST SUPERCOMPUTER"
Fri Jun 08 16:04:57 +0000 2018,"RT @cfromhertz: $IBM, $NVDA NVIDIA UNVEIL WORLD\'S FASTEST SUPERCOMPUTER"
Fri Jun 08 16:03:57 +0000 2018,"$IBM, $NVDA NVIDIA UNVEIL WORLD\'S FASTEST SUPERCOMPUTER"
Fri Jun 08 15:49:12 +0000 2018,"Top Takeaways for Intel, AMD, Nvidia and Others From the Huge Computex Show $INTC $AMD $NVDA https://t.co/TB7aBFErIO $HPQ $MU"
Fri Jun 08 15:00:45 +0000 2018,NVIDIA Crushes Its Forecast and Powers Past Expectations https://t.co/WScP7ttCXm $NVDA @nvidia https://t.co/LDncxpBP7j
Fri Jun 08 14:53:25 +0000 2018,Citadel Advisors LLC Has Cut Holding in Nvidia Corp $Call $NVDA by $89.74 Million https://t.co/HmoR4vm7zO
Fri Jun 08 14:03:02 +0000 2018,"RT @TSTRealMoney: Top takeaways for Intel $INTC, $AMD, Nvidia $NVDA and others from the huge Computex show - @EricJhonsa #RMtech https://t.\\u2026"
Fri Jun 08 13:54:57 +0000 2018,"Top Takeaways for Intel, AMD, Nvidia and Others From the Huge Computex Show\\n\\n$INTC $AMD $NVDA \\n\\nhttps://t.co/lYvNzrobFR"
Fri Jun 08 13:45:08 +0000 2018,"Top takeaways for Intel $INTC, $AMD, Nvidia $NVDA and others from the huge Computex show - @EricJhonsa #RMtech https://t.co/27d3NK5JJt https://t.co/eaUv9YTWr3"
Fri Jun 08 12:48:32 +0000 2018,"RT @jimcramer: .@EricJhonsa\'s top takeaways for $INTC, $AMD, $NVDA and others from the huge Computex Show https://t.co/7KGMgECLer"
Fri Jun 08 12:42:11 +0000 2018,"RT @jimcramer: .@EricJhonsa\'s top takeaways for $INTC, $AMD, $NVDA and others from the huge Computex Show https://t.co/7KGMgECLer"
Fri Jun 08 12:34:42 +0000 2018,"RT @jimcramer: .@EricJhonsa\'s top takeaways for $INTC, $AMD, $NVDA and others from the huge Computex Show https://t.co/7KGMgECLer"
Fri Jun 08 12:33:41 +0000 2018,"RT @jimcramer: .@EricJhonsa\'s top takeaways for $INTC, $AMD, $NVDA and others from the huge Computex Show https://t.co/7KGMgECLer"
Fri Jun 08 12:33:01 +0000 2018,".@EricJhonsa\'s top takeaways for $INTC, $AMD, $NVDA and others from the huge Computex Show https://t.co/7KGMgECLer"
Fri Jun 08 12:21:29 +0000 2018,"$AMD GPU market share is inching upwards, unlike $NVDA or $INTC\\nhttps://t.co/C6QdK1Es4z\\n\\n$QCOM #GPU #gaming #AI #machinelearning #cryptomining\\n$MSFT $AAPL"
Fri Jun 08 12:17:32 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 10:06:49 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 09:47:55 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 09:42:14 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 07:22:24 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 06:04:01 +0000 2018,"RT @PatrickMoorhead: Monster NVIDIA quarter. Revenue up 66%. Every BU up- DC up 71%, Gaming up 68%, Pro viz up 22%, auto up 4%, OEM/IP/Cryp\\u2026"
Fri Jun 08 03:24:50 +0000 2018,RT @AlphaBetaStock: Analyst Recommendation for NVIDIA Corporation $NVDA Stock is Buy https://t.co/G5dhykMWis
Fri Jun 08 01:32:08 +0000 2018,$NVDA Hoping this is great stuff for Nvidia and #gaming https://t.co/1ggEE66fs3
Fri Jun 08 01:05:04 +0000 2018,Nvidia is on top if its game-ing chips and more. $NVDA $AMD $INTC $TSM https://t.co/8KirtnADM0
Fri Jun 08 00:57:30 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 00:07:57 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 00:04:56 +0000 2018,RT @OphirGottlieb: Nvidia\'s Infinite Resolution Patent Could Change Gaming Forever | Digital Trends https://t.co/JjzncZUBrW\\n-\\n$NVDA \\ud83d\\ude2f\\ud83d\\ude2f\\ud83d\\ude2f\\u261d\\ufe0f\\u261d\\ufe0f\\u2026
Fri Jun 08 23:55:03 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 22:13:39 +0000 2018,"#Banks, #Intel, #Micron, #Square, #Twitter, #P&amp;G - The Daily Rundown for June 8 https://t.co/OqkicWNCsk via @jay110429 $spy $spx $xlf $bkx $intc $mu $sq $twtr $pg"
Fri Jun 08 20:39:04 +0000 2018,"RT @Jessicalessin: In an exclusive interview with @aatilley, AMD senior exec upping the ante in race against Intel. $AMD $INTC https://t.co\\u2026"
Fri Jun 08 20:20:32 +0000 2018,$INTC CLOSES LOWER FOR THE 2ND DAY IN A ROW: https://t.co/zxkWxRbZtY\\nSentiment: Slightly bearish #INTC #Intel
Fri Jun 08 19:07:48 +0000 2018,"RT @Jessicalessin: In an exclusive interview with @aatilley, AMD senior exec upping the ante in race against Intel. $AMD $INTC https://t.co\\u2026"
Fri Jun 08 17:43:01 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 17:38:57 +0000 2018,"RT @Jessicalessin: In an exclusive interview with @aatilley, AMD senior exec upping the ante in race against Intel. $AMD $INTC https://t.co\\u2026"
Fri Jun 08 17:33:03 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 17:25:23 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 17:08:14 +0000 2018,"AMD +1.4% on The Information report about Intel battle https://t.co/TTwt8oFTyl $AMD, $INTC"
Fri Jun 08 16:55:02 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 16:54:49 +0000 2018,AMD +1.4% on The Information report about Intel battle https://t.co/PwD19qfZy7 $AMD $INTC
Fri Jun 08 16:45:34 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 16:29:02 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 16:28:55 +0000 2018,"RT @Jessicalessin: In an exclusive interview with @aatilley, AMD senior exec upping the ante in race against Intel. $AMD $INTC https://t.co\\u2026"
Fri Jun 08 16:28:27 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 16:27:07 +0000 2018,"In an exclusive interview with @aatilley, AMD senior exec upping the ante in race against Intel. $AMD $INTC https://t.co/klOq0jYVcC"
Fri Jun 08 16:23:42 +0000 2018,"RT @amir: Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay\\u2026"
Fri Jun 08 16:22:52 +0000 2018,"Chipmaker $AMD: We have \\u201can unexpected [manufacturing] advantage for the first time ever\\u201d over @Intel, which said it would delay a new chip release until next year.\\n\\nIntel did not respond to a request for comment.  https://t.co/G9L1MQdPOs $INTC"
Fri Jun 08 15:49:14 +0000 2018,Sanford C. Bernstein Analysts Give Intel $INTC a $54.00 Price Target https://t.co/R8Ko8Dw1AX
Fri Jun 08 15:38:25 +0000 2018,$AMD $INTC AMD +1.4% on The Information report about Intel battle https://t.co/OdwXp1Emrh
Fri Jun 08 15:14:48 +0000 2018,RT @RussellKBrett: $AMD $INTC AMD +1.4% on The Information report about Intel battle https://t.co/Huwq3kI2L6
Fri Jun 08 15:08:28 +0000 2018,RT @RussellKBrett: $AMD $INTC AMD +1.4% on The Information report about Intel battle https://t.co/Huwq3kI2L6
Fri Jun 08 15:04:06 +0000 2018,$AMD $INTC AMD +1.4% on The Information report about Intel battle https://t.co/Huwq3kI2L6
Fri Jun 08 15:01:43 +0000 2018,RT @theflynews: AMD sees opportunity in Intel manufacturing setback: https://t.co/7G9dPOmun2 $AMD $INTC
Fri Jun 08 15:00:13 +0000 2018,AMD +1.4% on The Information report about Intel battle https://t.co/baIwhxhuij $AMD $INTC
Fri Jun 08 14:57:21 +0000 2018,RT @teresaarthur66: $AMD $INTC AMD +1.4% on The Information report about Intel battle https://t.co/d6QeyuCcIl
Fri Jun 08 14:50:52 +0000 2018,RT @theflynews: AMD sees opportunity in Intel manufacturing setback: https://t.co/7G9dPOmun2 $AMD $INTC
Fri Jun 08 14:50:51 +0000 2018,AMD sees opportunity in Intel manufacturing setback: https://t.co/7G9dPOmun2 $AMD $INTC
Fri Jun 08 14:49:05 +0000 2018,$AMD $INTC AMD +1.4% on The Information report about Intel battle https://t.co/d6QeyuCcIl
Fri Jun 08 14:47:58 +0000 2018,RT @MarketCurrents: AMD +1.4% on The Information report about Intel battle https://t.co/g6n38t43l9 $AMD $INTC
Fri Jun 08 14:37:54 +0000 2018,"IINTC looking exhausted, hit new \'18 highs on Monday, at new lows for the week today, testing solid trendline support(held Feb/Apr/May lows), clear break=retest of 50D(held Apr/May lows), $intc, $qqq, $nazz, $spx, #twows, Intel Corporation https://t.co/N259buUjK1"
Fri Jun 08 14:36:28 +0000 2018,"Vetr users have upgraded Intel Corporation to a BUY Rating (3.5 stars), giving $INTC a target price of $58.62 https://t.co/HkElGZqvKz"
Fri Jun 08 14:27:14 +0000 2018,RT @MarketCurrents: AMD +1.4% on The Information report about Intel battle https://t.co/g6n38t43l9 $AMD $INTC
Fri Jun 08 14:27:02 +0000 2018,AMD +1.4% on The Information report about Intel battle https://t.co/EXNTpDkbRp $AMD $INTC
Fri Jun 08 14:27:02 +0000 2018,AMD +1.4% on The Information report about Intel battle https://t.co/g6n38t43l9 $AMD $INTC
Fri Jun 08 14:21:01 +0000 2018,$INTC hasn\'t been part of the rally with other $XLK $AMD $NVDA intel needs to break out here
Fri Jun 08 14:04:40 +0000 2018,$AMD $INTC\\n \\nIntel\\u2019s Manufacturing Glitch Opens Door for AMD \\nhttps://t.co/1RgwfEF7kW
Fri Jun 08 14:01:55 +0000 2018,Intel\\u2019s Manufacturing Glitch Opens Door for AMD  $AMD $INTC https://t.co/LV2wwc6OVP via @theinformation
Fri Jun 08 13:42:57 +0000 2018,"RT @EricJhonsa: Some takeaways from Computex: Gaming PCs and ultrabooks are still getting a lot of attention, $AMD\'s notebook OEM traction\\u2026"
Fri Jun 08 13:06:55 +0000 2018,"$INTC 5.9m ago: With Intel\\u2019s STEM Support, McClymonds High School Reaches Graduation Milestone https://t.co/tpByWEEXST"
Fri Jun 08 12:57:36 +0000 2018,"Some takeaways from Computex: Gaming PCs and ultrabooks are still getting a lot of attention, $AMD\'s notebook OEM traction is growing and $INTC\'s hardware tech innovations are impressive. .https://t.co/ZiutQihEZ8"
Fri Jun 08 11:25:18 +0000 2018,"Intel explains who its upcoming 28-core CPU is *really* for, and why they didn\'t disclose that it was heavily overclocked.  https://t.co/1FczQPGWcL #Computex $INTC"
Fri Jun 08 11:16:26 +0000 2018,"Nerds unite! Time to get excited about PCs again (Yes, PCs) https://t.co/Za91Fe8nzq $AMD $INTC #market #processors #personalcomputing #threadripper #CPU @WIRED https://t.co/H9oQmfEiqA"
Fri Jun 08 10:01:18 +0000 2018,"$INTC demoed its 28-core CPU by using an image of a PC gamer, and the PC running it was decked out in RGB memory modules. Not hard to extrapolate that it\'s an enthusiast part, right? Intel now says this is targeted at the professional workstation market..."
Fri Jun 08 09:34:18 +0000 2018,RT @ivan_brussels: Intel at the Bank of America Merrill Lynch 2018 Global Technology Conference - transcript $INTC\\nhttps://t.co/JkJntG2Mbc\\u2026
Fri Jun 08 08:36:13 +0000 2018,Breaking: Intel Corporation (NASDAQ:INTC) Stock Through Resistance ... https://t.co/LtcTngzDm1 $INTC #stocks #stockmarket
Fri Jun 08 23:44:09 +0000 2018,"Microsoft Co. $MSFT EVP Christopher C. Capossela Sells 10,000 Shares https://t.co/KRSSimGxW3 #stocks"
Fri Jun 08 23:42:23 +0000 2018,"Insider Selling: Microsoft Co. $MSFT EVP Sells 10,000 Shares of Stock https://t.co/gZHLNDftDc"
Fri Jun 08 23:38:53 +0000 2018,RT @finzine: $MSFT Microsoft Revolutionizes the Data Center...By Keeping Them Underwater via https://t.co/jURZDymPXI
Fri Jun 08 23:00:29 +0000 2018,"Wild idea, but makes a lot of sense. (Unless you need to get at them quickly).\\n\\"
Fri Jun 08 22:40:01 +0000 2018,$MSFT Microsoft Revolutionizes the Data Center...By Keeping Them Underwater via https://t.co/jURZDymPXI
Fri Jun 08 22:30:03 +0000 2018,$MSFT https://t.co/KzIo5JOAlh
Fri Jun 08 22:21:15 +0000 2018,$MSFT New Form 4 for Microsoft Corporation\\nFrom our Stock News Alerts App
Fri Jun 08 22:16:08 +0000 2018,$MSFT Microsoft Corporation SEC Filing: Form 4 https://t.co/5uGhDh5pq7
Fri Jun 08 22:03:58 +0000 2018,Why Microsoft Corporation Put a Massive Data Center Under the Ocean $MSFT @microsoft https://t.co/pcxPrRX9oZ $GOOGL $GOOG $AMZN $FB
Fri Jun 08 21:00:22 +0000 2018,"$MSFT has what other tech companies don\'t, a diversified business.\\n\\nMicrosoft (share of revenue)\\n36.9%  - Windows, devices, gaming.\\n33.5% - Office, LinkedIn.\\n29.44% - Cloud.\\n\\nAmazon\\n61% - Online store.\\n\\nApple\\n62% - iPhone.\\n\\nAlphabet \\n84% - Advertising."
Fri Jun 08 20:28:09 +0000 2018,Could Microsoft build the \\
